id	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	seqff	target
11200	406.0	447.0	529.0	619.0	733.0	988.0	1142.0	1574.0	2086.0	2712.0	3219.0	3670.0	3878.0	4240.0	4746.0	5481.0	6190.0	7097.0	8821.0	11264.0	13151.0	12938.0	12834.0	13531.0	14312.0	15688.0	17191.0	18919.0	22774.0	29547.0	36698.0	37471.0	31268.0	25588.0	24338.0	24716.0	26454.0	28083.0	31248.0	39414.0	51316.0	60999.0	61053.0	50429.0	40907.0	37304.0	36270.0	37645.0	42691.0	51151.0	60352.0	65718.0	65833.0	63007.0	56861.0	52371.0	51709.0	54239.0	59309.0	68715.0	81681.0	92935.0	92630.0	81099.0	72258.0	70283.0	71795.0	75375.0	80165.0	89783.0	110087.0	137089.0	154663.0	147132.0	118063.0	97576.0	94474.0	99644.0	106156.0	115165.0	132380.0	160590.0	197082.0	230560.0	230118.0	202349.0	175331.0	170559.0	182511.0	206406.0	236252.0	261370.0	268364.0	264982.0	261518.0	256007.0	246243.0	238446.0	239334.0	245502.0	254561.0	267506.0	276371.0	270533.0	257077.0	247710.0	249765.0	258779.0	275485.0	294506.0	307317.0	315298.0	321594.0	340023.0	369477.0	394932.0	401498.0	393007.0	377638.0	360018.0	338839.0	316277.0	297546.0	286067.0	279269.0	272671.0	261416.0	243820.0	221475.0	199910.0	178885.0	159879.0	144021.0	131945.0	121051.0	112886.0	106058.0	98680.0	91425.0	83100.0	75590.0	67319.0	59704.0	53596.0	48203.0	43846.0	40038.0	37164.0	34380.0	31862.0	29068.0	26044.0	23583.0	20637.0	18479.0	16609.0	15123.0	13580.0	12369.0	11502.0	10468.0	9419.0	8423.0	7460.0	6554.0	5814.0	5409.0	4721.0	4226.0	3894.0	0.238010149302653	0.337
11209	48.0	50.0	48.0	74.0	95.0	96.0	109.0	142.0	220.0	272.0	289.0	349.0	420.0	417.0	455.0	544.0	580.0	739.0	807.0	1081.0	1193.0	1229.0	1198.0	1251.0	1290.0	1446.0	1547.0	1813.0	2095.0	2730.0	3292.0	3283.0	2858.0	2350.0	2296.0	2405.0	2488.0	2702.0	3011.0	3827.0	4722.0	5402.0	5445.0	4715.0	3878.0	3616.0	3615.0	3829.0	4483.0	5155.0	6077.0	6595.0	6647.0	6542.0	5849.0	5573.0	5582.0	5803.0	6527.0	7588.0	9171.0	10345.0	10491.0	9361.0	8417.0	8192.0	8277.0	9152.0	9753.0	11282.0	14246.0	18019.0	20541.0	20045.0	15811.0	13078.0	12500.0	12808.0	13589.0	15155.0	17886.0	21935.0	27780.0	33667.0	34422.0	30185.0	26153.0	25645.0	28455.0	33924.0	41532.0	48194.0	50568.0	50129.0	50745.0	51348.0	50260.0	49541.0	51674.0	54680.0	58255.0	63616.0	67432.0	67529.0	64460.0	62601.0	64361.0	68762.0	75980.0	83592.0	90365.0	93689.0	96081.0	101364.0	110627.0	119613.0	124712.0	126066.0	124277.0	121197.0	115872.0	110669.0	105596.0	103752.0	102671.0	102311.0	100158.0	94853.0	87751.0	80546.0	73126.0	66073.0	60560.0	55844.0	51941.0	48694.0	46442.0	43477.0	40679.0	37684.0	33641.0	30378.0	27166.0	24243.0	21908.0	20009.0	18548.0	17429.0	15961.0	14719.0	13644.0	12518.0	10986.0	9811.0	8729.0	7941.0	7222.0	6506.0	5987.0	5304.0	4970.0	4454.0	3814.0	3620.0	3078.0	2796.0	2494.0	2200.0	1974.0	1796.0	0.078460817059567	0.138
11233	39.0	47.0	44.0	66.0	72.0	103.0	124.0	169.0	180.0	238.0	288.0	343.0	329.0	395.0	493.0	577.0	622.0	664.0	752.0	1014.0	1024.0	1187.0	1320.0	1283.0	1313.0	1446.0	1637.0	1791.0	2027.0	2387.0	2790.0	3011.0	2550.0	2369.0	2292.0	2380.0	2456.0	2577.0	2860.0	3334.0	4151.0	4777.0	4837.0	4106.0	3677.0	3534.0	3458.0	3790.0	4219.0	4776.0	5503.0	5858.0	6097.0	6008.0	5533.0	5245.0	5562.0	5649.0	6263.0	6872.0	8122.0	8887.0	9006.0	8124.0	7481.0	7347.0	7745.0	8139.0	8725.0	9838.0	12129.0	15371.0	17488.0	17031.0	13916.0	11674.0	11149.0	11790.0	12798.0	14145.0	16472.0	20613.0	27164.0	32562.0	33845.0	29912.0	26144.0	26782.0	30715.0	37133.0	44829.0	51613.0	54087.0	54405.0	54319.0	54791.0	54976.0	55230.0	58646.0	62518.0	67840.0	73479.0	77870.0	77668.0	74922.0	73518.0	76591.0	84179.0	94486.0	104097.0	111738.0	116130.0	120366.0	130093.0	145548.0	160733.0	167081.0	166984.0	161542.0	154647.0	145175.0	135836.0	127291.0	122557.0	120277.0	118946.0	114094.0	106260.0	96784.0	87276.0	77791.0	69621.0	61969.0	56195.0	51393.0	47452.0	44372.0	41383.0	38305.0	34629.0	31100.0	27528.0	24264.0	21504.0	18864.0	17082.0	15866.0	14557.0	13429.0	12291.0	11001.0	9903.0	8907.0	7954.0	6823.0	6312.0	5487.0	5003.0	4390.0	4190.0	3760.0	3317.0	2979.0	2736.0	2340.0	2016.0	1845.0	1642.0	1433.0	1316.0	0.06674192382733402	0.085
11301	138.0	199.0	236.0	260.0	330.0	440.0	535.0	709.0	954.0	1161.0	1414.0	1587.0	1685.0	2053.0	2236.0	2591.0	3088.0	3523.0	4175.0	5039.0	5947.0	6070.0	6307.0	6571.0	7129.0	7763.0	8566.0	9400.0	10716.0	12910.0	15333.0	15693.0	13929.0	12555.0	12251.0	12678.0	13294.0	13992.0	15153.0	18073.0	22263.0	25632.0	26195.0	22204.0	19813.0	18611.0	18876.0	20124.0	22202.0	25479.0	28936.0	31339.0	32044.0	31248.0	29760.0	28316.0	28323.0	30431.0	32747.0	36724.0	43246.0	48978.0	49393.0	44340.0	41836.0	41340.0	43569.0	46670.0	49492.0	56246.0	67177.0	84310.0	96242.0	93234.0	76572.0	64482.0	62006.0	65790.0	70754.0	78073.0	90958.0	111887.0	142778.0	172165.0	176974.0	157303.0	139880.0	143259.0	164383.0	200044.0	239393.0	271344.0	280024.0	278174.0	278165.0	280081.0	276152.0	278775.0	291597.0	309338.0	331209.0	355295.0	373360.0	369825.0	349672.0	347836.0	364149.0	398927.0	438109.0	479406.0	504901.0	520334.0	535409.0	572917.0	640215.0	701041.0	720393.0	704540.0	671501.0	629572.0	582390.0	534305.0	494757.0	473168.0	458283.0	445507.0	422401.0	390961.0	351043.0	311884.0	273650.0	240693.0	212375.0	189756.0	172397.0	158370.0	145979.0	135111.0	124052.0	111802.0	98584.0	85651.0	74932.0	65552.0	58334.0	51712.0	47594.0	43286.0	40060.0	36292.0	32578.0	29017.0	25368.0	22107.0	19508.0	17284.0	15614.0	13919.0	12759.0	11272.0	10315.0	9156.0	7882.0	7115.0	6191.0	5362.0	4718.0	4381.0	3699.0	3527.0	0.057040702292518	0.068
11324	23.0	20.0	32.0	28.0	32.0	48.0	51.0	65.0	83.0	114.0	159.0	166.0	176.0	223.0	246.0	270.0	288.0	377.0	441.0	568.0	664.0	689.0	794.0	800.0	910.0	986.0	1030.0	1250.0	1503.0	1893.0	2239.0	2383.0	2146.0	1837.0	1850.0	1886.0	2051.0	2297.0	2461.0	3168.0	3914.0	4625.0	4714.0	4015.0	3453.0	3410.0	3352.0	3681.0	4104.0	4908.0	5513.0	6185.0	6417.0	6239.0	5915.0	5631.0	5652.0	6146.0	6574.0	7691.0	8675.0	9979.0	10179.0	9362.0	8704.0	8646.0	9162.0	9848.0	10433.0	11795.0	14454.0	18050.0	21012.0	20394.0	17021.0	14369.0	14385.0	15353.0	16724.0	18550.0	21482.0	26102.0	33282.0	39873.0	40943.0	36744.0	32840.0	33059.0	37578.0	44980.0	53565.0	59955.0	63256.0	63871.0	63996.0	65574.0	64905.0	65711.0	69060.0	72916.0	76917.0	83401.0	86379.0	86171.0	82799.0	81772.0	85811.0	93253.0	102999.0	112600.0	120433.0	124580.0	129535.0	140066.0	158170.0	174311.0	180834.0	179330.0	172548.0	165230.0	154788.0	144338.0	135179.0	129944.0	128020.0	124127.0	120316.0	111258.0	99895.0	89653.0	78642.0	70623.0	62701.0	56356.0	51781.0	48321.0	44563.0	41184.0	38251.0	34612.0	30696.0	26947.0	23958.0	21412.0	18929.0	17340.0	15974.0	14416.0	13641.0	12426.0	11222.0	10331.0	9020.0	7846.0	7164.0	6335.0	5719.0	5260.0	4708.0	4342.0	4086.0	3553.0	3224.0	2830.0	2510.0	2215.0	1950.0	1838.0	1622.0	1336.0	0.08413340588866601	0.085
11338	12.0	25.0	34.0	39.0	39.0	52.0	54.0	84.0	110.0	119.0	164.0	186.0	213.0	220.0	261.0	314.0	339.0	413.0	468.0	627.0	679.0	684.0	660.0	749.0	843.0	901.0	1079.0	1175.0	1279.0	1730.0	2088.0	2217.0	1840.0	1592.0	1562.0	1725.0	1784.0	1887.0	2128.0	2660.0	3381.0	3942.0	3831.0	3266.0	2700.0	2640.0	2637.0	2824.0	3207.0	3913.0	4416.0	4851.0	4730.0	4698.0	4396.0	4283.0	4130.0	4492.0	4992.0	5675.0	6662.0	7551.0	7553.0	6691.0	6068.0	5981.0	6339.0	6605.0	7307.0	8282.0	10290.0	12971.0	15113.0	14306.0	11722.0	9628.0	9031.0	9503.0	10141.0	11353.0	13319.0	16697.0	21457.0	25872.0	26835.0	23693.0	20527.0	20858.0	24339.0	29404.0	36198.0	42270.0	43941.0	44177.0	44966.0	45488.0	45372.0	46098.0	47965.0	51253.0	54616.0	59827.0	62656.0	63081.0	60523.0	60030.0	62821.0	67967.0	74957.0	83065.0	88377.0	92419.0	95702.0	101836.0	112518.0	123062.0	127870.0	127733.0	125198.0	120668.0	114427.0	107545.0	101497.0	98326.0	96515.0	94788.0	90917.0	85727.0	77896.0	70693.0	63076.0	56723.0	51880.0	46668.0	42850.0	39676.0	37313.0	34838.0	31771.0	29145.0	26315.0	23339.0	20551.0	18291.0	16338.0	14949.0	13521.0	12437.0	11455.0	10343.0	9467.0	8376.0	7647.0	6724.0	5888.0	5238.0	4562.0	4269.0	3885.0	3598.0	3271.0	2801.0	2504.0	2239.0	2022.0	1778.0	1523.0	1338.0	1244.0	1078.0	0.075474838020975	0.08800000000000001
11374	104.0	125.0	142.0	174.0	211.0	259.0	326.0	446.0	567.0	731.0	942.0	1080.0	1125.0	1271.0	1442.0	1697.0	1942.0	2326.0	2643.0	3327.0	3748.0	3830.0	3911.0	4206.0	4553.0	5130.0	5796.0	6188.0	7499.0	9209.0	11217.0	11531.0	9873.0	8349.0	8301.0	8268.0	9042.0	9561.0	10900.0	12976.0	16526.0	19297.0	19644.0	16620.0	13952.0	13288.0	13503.0	14779.0	16133.0	19300.0	22497.0	24280.0	24536.0	24511.0	22606.0	21180.0	21629.0	23053.0	25596.0	29185.0	34541.0	39190.0	39534.0	35374.0	32431.0	32125.0	33779.0	36770.0	40106.0	45786.0	56492.0	71469.0	82984.0	79930.0	64929.0	53534.0	51444.0	55181.0	59946.0	66990.0	79463.0	99618.0	129972.0	158053.0	164512.0	144727.0	128265.0	131124.0	150261.0	181938.0	220098.0	250302.0	262886.0	262534.0	262567.0	262330.0	259178.0	258735.0	270403.0	290239.0	310929.0	334010.0	352853.0	351700.0	338294.0	337318.0	354481.0	386407.0	428749.0	471504.0	502626.0	525294.0	550760.0	599424.0	677634.0	746295.0	763986.0	748066.0	714287.0	673913.0	627556.0	578970.0	534216.0	508185.0	488170.0	468640.0	437743.0	399304.0	353299.0	310287.0	270006.0	236990.0	207691.0	184726.0	165170.0	151244.0	137910.0	126259.0	113554.0	101013.0	90235.0	78770.0	68918.0	60931.0	54768.0	49011.0	44655.0	41328.0	37747.0	34854.0	31476.0	28083.0	25189.0	22534.0	19963.0	17822.0	16020.0	14656.0	13141.0	11829.0	10825.0	9936.0	8697.0	7782.0	6815.0	6137.0	5382.0	4898.0	4301.0	3943.0	0.073910477305027	0.077
11391	74.0	73.0	97.0	108.0	141.0	185.0	208.0	260.0	360.0	469.0	587.0	662.0	726.0	865.0	959.0	1104.0	1176.0	1311.0	1665.0	2028.0	2346.0	2351.0	2351.0	2546.0	2648.0	3113.0	3513.0	3809.0	4418.0	5807.0	6968.0	7299.0	6181.0	5394.0	5215.0	5632.0	5830.0	6307.0	7089.0	8735.0	11410.0	13253.0	13681.0	11676.0	10062.0	9247.0	9712.0	10334.0	11734.0	14189.0	16009.0	17407.0	17771.0	17618.0	16186.0	15369.0	15705.0	17006.0	18360.0	20796.0	25126.0	28383.0	28556.0	25489.0	23174.0	22615.0	24084.0	25426.0	27761.0	31683.0	39255.0	50213.0	58705.0	56931.0	45878.0	37722.0	36027.0	38834.0	42838.0	47813.0	57753.0	73020.0	96334.0	117796.0	122468.0	108453.0	95492.0	97092.0	111826.0	136960.0	168501.0	194020.0	203655.0	203017.0	204687.0	205859.0	204222.0	205247.0	215827.0	230040.0	249014.0	272821.0	293348.0	292855.0	280580.0	277772.0	293565.0	321767.0	358597.0	397459.0	428387.0	445148.0	465809.0	502489.0	563332.0	618123.0	643398.0	641126.0	626251.0	600073.0	565281.0	527886.0	496093.0	472922.0	459914.0	451214.0	432936.0	405674.0	372882.0	336864.0	301345.0	270285.0	242213.0	219263.0	200947.0	186513.0	173948.0	163681.0	150384.0	138233.0	125262.0	112359.0	100101.0	89815.0	80673.0	73808.0	67980.0	62769.0	58592.0	54474.0	49931.0	45773.0	41655.0	37396.0	33031.0	29894.0	27165.0	24874.0	23166.0	21130.0	19194.0	17656.0	15731.0	14244.0	12633.0	11323.0	10156.0	9179.0	8400.0	7492.0	0.050750050888068006	0.071
11392	27.0	28.0	29.0	33.0	27.0	41.0	51.0	67.0	74.0	104.0	131.0	167.0	184.0	201.0	222.0	260.0	263.0	348.0	409.0	514.0	598.0	584.0	612.0	633.0	720.0	695.0	880.0	1006.0	1209.0	1528.0	1904.0	1977.0	1760.0	1445.0	1434.0	1434.0	1623.0	1608.0	1958.0	2452.0	3192.0	3897.0	3835.0	3198.0	2561.0	2478.0	2578.0	2756.0	3189.0	3845.0	4550.0	4987.0	5077.0	4895.0	4455.0	4349.0	4482.0	4816.0	5182.0	5997.0	7182.0	8321.0	8252.0	7319.0	6641.0	6417.0	6811.0	7546.0	8062.0	9290.0	11320.0	14297.0	16182.0	15739.0	12845.0	10817.0	10313.0	11014.0	11852.0	13441.0	15729.0	19360.0	24757.0	30035.0	31067.0	27427.0	24369.0	24723.0	28134.0	33779.0	41209.0	47620.0	49922.0	49953.0	50602.0	51109.0	50479.0	51688.0	53549.0	57247.0	61235.0	66718.0	70696.0	70885.0	68423.0	67936.0	71035.0	77847.0	86608.0	96115.0	104718.0	109916.0	114995.0	124154.0	138880.0	153054.0	159620.0	161565.0	158454.0	154423.0	146827.0	139025.0	132589.0	129154.0	128096.0	127013.0	122899.0	116817.0	107678.0	98790.0	89043.0	80336.0	73066.0	67628.0	62651.0	58942.0	55769.0	52767.0	49318.0	45865.0	41706.0	37792.0	33997.0	30664.0	27767.0	25697.0	23632.0	22350.0	20601.0	19774.0	18318.0	16543.0	14929.0	13403.0	12070.0	10802.0	9749.0	9082.0	8493.0	7595.0	7197.0	6503.0	5773.0	5207.0	4513.0	4092.0	3710.0	3473.0	3080.0	2693.0	0.05512713450469	0.065
